Ticker,Debt-to-Equity Ratio,EPS,Net Income,Gross Profit,Operating Income
RELX,3.317341040462428,0.935989068740803,1781000000.0,5945000000.0,2636000000.0
CRWD,1.8704533518522537,0.36664272374658813,89327000.0,2299832000.0,-1995000.0
MO,-11.88135593220339,4.57512661789533,8130000000.0,14284000000.0,11547000000.0
APH,0.9704546816030671,1.5533354817918144,1928000000.0,4084100000.0,2594200000.0
TT,1.7690559240622141,8.772865192891201,2023900000.0,5857200000.0,2894000000.0
BN,7.030888874325535,0.7114972925324267,1130000000.0,14515000000.0,14446000000.0
PYPL,2.90318749703102,3.8355916892502258,4246000000.0,13704000000.0,4944000000.0
BP,2.7716659789707325,5.15118863197685,15239000000.0,48072000000.0,31049000000.0
SHW,5.177512245007804,9.248161053039102,2388800000.0,10758100000.0,3606400000.0
INTC,0.7728667487451463,0.400997150997151,1689000000.0,21711000000.0,31000000.0
WM,3.7559032304795017,5.662324895551732,2304000000.0,7820000000.0,3823000000.0
PBR,1.7572757466627642,3.8217550745104614,24884000000.0,53974000000.0,39274000000.0
CDNS,0.6654053099767909,3.817237889920366,1041144000.0,3654945000.0,1262238000.0
CME,3.8510204615919723,8.97413073713491,3226200000.0,4750300000.0,3435700000.0
DUK,2.5799397295976543,3.684824902723735,2841000000.0,13756000000.0,7103000000.0
ICE,4.2889139479721585,4.191150442477876,2368000000.0,5659000000.0,3963000000.0
MCO,,,,,2224000000.0
MSTR,1.1998104363474447,2.590371845949535,429121000.0,386317000.0,804000.0
ABNB,1.5284751990202081,7.238670694864048,4792000000.0,8214000000.0,1518000000.0
AMT,13.139488352150922,3.1751298264841745,1483300000.0,7883600000.0,3776500000.0
PH,1.4261919262238183,21.838304234290646,2844215000.0,7127790000.0,3885613000.0
DELL,-35.107321131447584,4.546000255969121,3211000000.0,20869000000.0,5211000000.0
BTI,1.251417265913328,-6.368351063829787,-14367000000.0,22642000000.0,-10622000000.0
IBKR,31.907366071428573,5.668565922828313,600000000.0,6874000000.0,6523000000.0
TOELY,0.39557590198264037,390.59999979652395,363963000000.0,830269000000.0,456264000000.0
WELL,0.6943858412424694,0.6556648242436394,340094000.0,2530455000.0,940454000.0
CMG,1.6269817814406407,0.886854565138939,1228737000.0,2586092000.0,1633114000.0
RACE,1.6272042622925111,6.8979180325159355,1252048000.0,2974269000.0,1611232000.0
HCA,-31.088500563697856,18.964444380128214,5242000000.0,55066000000.0,9627000000.0
CTAS,1.1241952732526297,3.8010003192508246,1571592000.0,4686416000.0,2068633000.0
SNPS,0.45050486602714673,,2263380000.0,4882147000.0,1355711000.0
REGN,0.27363310502019395,34.77220756376429,3953600000.0,11301400000.0,4233200000.0
MSI,17.39917127071823,9.930273097036606,1709000000.0,4970000000.0,2359000000.0
AON,-42.01089588377724,12.507317073170732,2564000000.0,6474000000.0,3822000000.0
MDLZ,1.51860087533531,3.6197080291970805,4959000000.0,13764000000.0,5611000000.0
MAR,-38.645161290322584,10.178276658963354,3083000000.0,5124000000.0,3924000000.0
SCCO,1.2461546757255901,3.0874027329535716,2425200000.0,4374500000.0,4192300000.0
MCK,-35.02891933028919,22.38627889634601,3002000000.0,12828000000.0,4171000000.0
EOG,0.5613029547881808,13.003424657534246,7594000000.0,17573000000.0,8892000000.0
ZTS,1.860116069641785,5.0706406875650325,2344000000.0,5983000000.0,3069000000.0
FTNT,-16.664436771687527,1.4562293834052271,1147800000.0,4067600000.0,1241100000.0
ITW,4.151726427622842,9.739789196310936,2957000000.0,6791000000.0,4040000000.0
AJG,3.7864839030003803,4.420884632922936,969500000.0,4245300000.0,1859100000.0
GD,1.5733602516550074,12.022848853023847,3315000000.0,6672000000.0,4245000000.0
MMM,9.509465363012273,-12.6286333273154,-6995000000.0,14204000000.0,-9164000000.0
TDG,-5.066613672496025,29.653979238754324,1714000000.0,4672000000.0,3580000000.0
DASH,0.5915368792242139,-1.4200352209452651,-558000000.0,4046000000.0,-577000000.0
CL,25.346469622331693,2.773757838880849,2300000000.0,11326000000.0,4085000000.0
TRI,0.6887201735357917,5.808564332608782,2695000000.0,5499000000.0,1950000000.0
